,"acc_x, w/ unit g_F_mean","acc_x, w/ unit g_F_min","acc_x, w/ unit g_F_max","acc_x, w/ unit g_F_sum","acc_x, w/ unit g_F_prod","acc_x, w/ unit g_F_std","acc_x, w/ unit g_F_mc","acc_x, w/ unit g_F_zc","acc_x, w/ unit g_F_iqr","acc_x, w/ unit g_F_skew","acc_x, w/ unit g_F_25","acc_x, w/ unit g_F_75","acc_x, w/ unit g_F_kr","acc_x, w/ unit g_F_seg","acc_x, w/ unit g_F_sep","acc_y, w/ unit g_F_mean","acc_y, w/ unit g_F_min","acc_y, w/ unit g_F_max","acc_y, w/ unit g_F_sum","acc_y, w/ unit g_F_prod","acc_y, w/ unit g_F_std","acc_y, w/ unit g_F_mc","acc_y, w/ unit g_F_zc","acc_y, w/ unit g_F_iqr","acc_y, w/ unit g_F_skew","acc_y, w/ unit g_F_25","acc_y, w/ unit g_F_75","acc_y, w/ unit g_F_kr","acc_y, w/ unit g_F_seg","acc_y, w/ unit g_F_sep","acc_z, w/ unit g_F_mean","acc_z, w/ unit g_F_min","acc_z, w/ unit g_F_max","acc_z, w/ unit g_F_sum","acc_z, w/ unit g_F_prod","acc_z, w/ unit g_F_std","acc_z, w/ unit g_F_mc","acc_z, w/ unit g_F_zc","acc_z, w/ unit g_F_iqr","acc_z, w/ unit g_F_skew","acc_z, w/ unit g_F_25","acc_z, w/ unit g_F_75","acc_z, w/ unit g_F_kr","acc_z, w/ unit g_F_seg","acc_z, w/ unit g_F_sep","gyro_x, w/ unit dps_F_mean","gyro_x, w/ unit dps_F_min","gyro_x, w/ unit dps_F_max","gyro_x, w/ unit dps_F_sum","gyro_x, w/ unit dps_F_std","gyro_x, w/ unit dps_F_mc","gyro_x, w/ unit dps_F_zc","gyro_x, w/ unit dps_F_iqr","gyro_x, w/ unit dps_F_skew","gyro_x, w/ unit dps_F_25","gyro_x, w/ unit dps_F_75","gyro_x, w/ unit dps_F_kr","gyro_x, w/ unit dps_F_seg","gyro_x, w/ unit dps_F_sep","gyro_y, w/ unit dps_F_mean","gyro_y, w/ unit dps_F_min","gyro_y, w/ unit dps_F_max","gyro_y, w/ unit dps_F_sum","gyro_y, w/ unit dps_F_std","gyro_y, w/ unit dps_F_mc","gyro_y, w/ unit dps_F_zc","gyro_y, w/ unit dps_F_iqr","gyro_y, w/ unit dps_F_skew","gyro_y, w/ unit dps_F_25","gyro_y, w/ unit dps_F_75","gyro_y, w/ unit dps_F_kr","gyro_y, w/ unit dps_F_seg","gyro_y, w/ unit dps_F_sep","gyro_z, w/ unit dps_F_mean","gyro_z, w/ unit dps_F_min","gyro_z, w/ unit dps_F_max","gyro_z, w/ unit dps_F_sum","gyro_z, w/ unit dps_F_std","gyro_z, w/ unit dps_F_mc","gyro_z, w/ unit dps_F_zc","gyro_z, w/ unit dps_F_iqr","gyro_z, w/ unit dps_F_skew","gyro_z, w/ unit dps_F_25","gyro_z, w/ unit dps_F_75","gyro_z, w/ unit dps_F_kr","gyro_z, w/ unit dps_F_seg","gyro_z, w/ unit dps_F_sep",Index,Subject,Label
0,0.8466209648955952,0.774760961532593,0.877774834632874,931.2830613851548,1.968621053808111e-80,0.0218084849872776,0.0,0.0,0.017168998718262,-1.8792676617672155,0.843436896800995,0.860605895519257,2.506627097600602,788.9664594299904,261.1783606360991,0.2955819544196127,0.212437152862549,0.324630498886108,325.14014986157406,0.0,0.0261523296680654,0.0,0.0,0.0289531052112579,-1.2529405894441517,0.284819960594177,0.313773065805435,0.4354781838131738,96.85721579379666,233.9050532354221,-0.4458635040846738,-0.500749170780182,-0.412905484437943,-490.4498544931412,0.0,0.0195683905531755,0.0,0.0,0.032941401004791,-0.5046008388686585,-0.460487484931946,-0.427546083927155,-0.7686946177286722,219.09452187994725,352.6754767120926,-0.4089532762130888,-16.0345573425293,7.33113574981689,-449.8486038343977,3.9893956052707535,0.0018198362147406,77.0,2.874887168407435,-1.500995645951677,-1.04443001747131,1.8304571509361247,2.863330809240589,17674.856807931545,-72567.69236434053,0.1790057183074002,-5.82495021820068,3.16076946258545,196.9062901381402,1.2665444086999815,0.0018198362147406,87.0,1.4993552267551422,-0.7630887375773868,-0.5173327177762987,0.9820225089788436,2.2786011903546703,1798.1914302963164,-2606.0305239881145,-0.1537382769356057,-2.78286790847778,4.22227001190186,-169.11210462916634,1.0910864664675188,0.0,136.0,1.2415577396750457,0.6633139875060993,-0.9026062786579137,0.338951461017132,1.3799583272489095,1334.3251789367691,-1480.0727573900065,0,Subject10,Elevator Down
1,0.8652539929476651,0.840003073215485,0.912112832069397,951.7793922424316,6.134689096649484e-70,0.0149820558227136,0.0,0.0,0.0068675875663759,1.7234449476365994,0.857172071933746,0.864039659500122,2.028207858726728,823.7776032774118,237.70937028546567,0.3157438541000537,0.295677363872528,0.339107036590576,347.3182395100592,0.0,0.0073305705008765,0.0,0.0,0.0072382688522339,0.4078126207605879,0.310153931379318,0.317392200231552,0.4974329965670412,109.72265679514292,252.8042948322579,-0.4324739926511592,-0.47512811422348,-0.405585169792175,-475.7213919162752,0.0,0.0127324103086273,0.0,0.0,0.0109804570674899,-1.353188731612827,-0.434866398572922,-0.423885941505432,1.0715415930826722,205.91529333682013,344.67091177319475,-0.1097071153539318,-6.94829607009888,3.52952933311462,-120.67782688932505,1.523969748565583,0.0,172.0,0.9499868825078012,-1.31157890623329,-0.4821403026580807,0.4678465798497203,4.140300163778887,2565.648906478018,-5773.627424648733,-0.0490635487098585,-3.38747239112854,1.72621560096741,-53.9699035808444,0.6617589538806208,-0.0018198362147406,213.0,0.5929797589778898,-0.6560111894690489,-0.291159339249134,0.3018204197287558,3.3523549042699563,483.92743442545486,-181.60119522526543,0.0055956562562443,-1.90045630931854,3.78811383247375,6.155221881868776,0.6840543964572828,0.0,220.0,0.6137126609683043,0.7933304491178772,-0.3443907946348195,0.2693218663334847,3.618097226572178,514.2899711323107,-250.57953330748828,1,Subject10,Elevator Down
2,0.8649917713078585,0.791929960250854,0.915546596050262,951.4909484386444,3.562091476324147e-70,0.0221870167996342,0.0,0.0,0.0103014111518859,-1.5523916936144757,0.864039659500122,0.874341070652008,2.524701699079664,823.5728386955368,237.28591902487145,0.2775783770734613,0.208818003535271,0.302915662527084,305.3362147808075,0.0,0.0193878873497894,0.0,0.0,0.025333970785141,-1.112378237486468,0.26672425866127,0.292058229446411,0.584671975730545,85.16783426391137,217.09437453115137,-0.4205285814675419,-0.456827342510223,-0.361663311719894,-462.5814396142961,0.0,0.0128422451730211,0.0,0.0,0.018300771713256,0.9840740211268872,-0.431206256151199,-0.412905484437943,1.88932975838758,194.70996727814463,336.7922413357508,-0.743497371025889,-41.733226776123,23.9389629364014,-817.8471081284779,7.3710290989615554,0.0,66.0,2.125905685126784,-2.9222523358680905,-0.336746297776699,1.789159387350085,13.437310005466086,60319.01208032873,-383992.10959940485,-0.0668319565680047,-6.1617374420166,2.63452243804932,-73.51515222480518,1.3811998569623285,-0.0018198362147406,137.0,1.008165262639522,-2.106740750343345,-0.253195025026798,0.7549702376127241,5.007104913274846,2101.48979777574,-4531.54475898397,-0.0462809634137771,-4.30761671066284,5.02578353881836,-50.9090597551549,1.090871864155173,0.0018198362147406,221.0,0.5771099496632817,1.7952054458581843,-0.5104877501726153,0.0666221994906664,5.589800925793456,1310.1676853138729,-2235.4792490970085,2,Subject10,Elevator Down
3,0.8780963843519037,0.857172071933746,0.932715594768524,965.906022787094,6.48510912072481e-63,0.0167163287949676,0.0,0.0,0.0034338235855099,1.893192005781818,0.870907247066498,0.874341070652008,2.190926955207877,848.4656860106461,219.6706653091228,0.295532603426413,0.281200796365738,0.317392200231552,325.0858637690543,0.0,0.0070937828164603,0.0,0.0,0.0072382688522339,0.9893345839741546,0.292058229446411,0.299296498298645,0.726179341081783,96.12877526515,234.19059663429152,-0.4194371922178704,-0.456827342510223,-0.398264855146408,-461.38091143965744,0.0,0.0078194569099017,0.0,0.0,0.0073203146457669,-1.4195491405498957,-0.42022579908371,-0.412905484437943,4.115369542445812,193.58751119026783,336.1909734098291,0.0857287558303638,-5.7160587310791,4.92927074432373,94.30163141340024,1.3103543249289415,-0.0018198362147406,139.0,1.2102624028921127,-0.3946839822468765,-0.6232743412256238,0.586988061666489,2.96892794907756,1895.0986356229648,-3299.770274611859,-0.0098710820671509,-1.5316447019577,2.11720538139343,-10.85819027386605,0.4738933943248452,0.0018198362147406,285.0,0.507423754781485,0.4193187222251717,-0.310332715511322,0.197091039270163,0.6236764085616437,246.9150512413048,169.01757906090023,0.0200396336538886,-1.6906681060791,1.60726511478424,22.043597019277502,0.4808199475713716,0.0,284.0,0.4831518195569514,-0.1022126223153485,-0.1616660617291927,0.3214857578277587,0.5269048506995655,254.517161967488,153.52143938097922,3,Subject10,Elevator Down
4,0.8574249339103699,0.785062372684479,0.88807624578476,943.1674273014067,2.4486947550752614e-74,0.0194358135251139,0.0,0.0,0.0068675875663749,-2.1360057834682977,0.860605895519257,0.867473483085632,3.43206907242014,809.1104172015963,247.6855551740024,0.2896301130814985,0.25224769115448,0.313773065805435,318.5931243896483,0.0,0.0102741680523319,0.0,0.0,0.0144765675067899,-0.7902506875274451,0.281200796365738,0.295677363872528,0.5326716061174066,92.39017146751692,228.62490658282871,-0.4301947148550641,-0.47512811422348,-0.398264855146408,-473.21418634057056,0.0,0.0123991600483015,0.0,0.0,0.0109804570674899,0.1052431934089548,-0.434866398572922,-0.423885941505432,0.5718445807971038,203.7432013058768,343.21539564725526,0.2905445125221741,-11.1074228286743,4.12944316864014,319.5989637743915,1.420213502384989,0.0018198362147406,99.0,1.6485376879572908,-1.6478208171502555,-0.462400548160076,1.186137139797215,10.43411954124345,2309.547750332365,-4580.831226961725,0.0529163899620867,-11.4645986557007,1.79244530200958,58.2080289582954,0.8341142577895793,0.0018198362147406,185.0,0.6791302263736727,-6.903779330657221,-0.2616849839687347,0.4174452424049379,93.09210210514269,767.7056667168795,-1754.4507220544376,-0.0794770572245628,-2.17051577568054,2.54052758216858,-87.42476294701918,0.5493120312246105,-0.0018198362147406,227.0,0.7212475836277008,0.3346764905085356,-0.4308754205703735,0.2903721630573272,1.9018917717024748,338.56459759285445,59.811583608708645,4,Subject10,Elevator Down
5,0.876610488132997,0.850304484367371,0.936149418354034,964.2715369462968,9.740837338021848e-64,0.018048645968243,0.0,0.0,0.0068675875663759,1.82985426028089,0.867473483085632,0.874341070652008,2.079870591966315,845.6485459250428,221.6483273182114,0.2962893339178777,0.273962527513504,0.321011334657669,325.9182673096656,0.0,0.0083916431958935,0.0,0.0,0.0144765675067899,-0.0317774206397525,0.288439095020294,0.302915662527084,-0.4831213340586262,96.643497556254,234.8858376934133,-0.4228344789147378,-0.453167170286179,-0.390944540500641,-465.1179268062116,0.0,0.0110381616912317,0.0,0.0,0.014640629291534,0.3157979991686654,-0.431206256151199,-0.416565626859665,-0.0246523367209743,196.80179948886808,338.4030032118797,-0.020711794171948,-4.53833150863647,5.67478322982788,-22.782973589142813,1.699095143003451,-0.0018198362147406,119.0,1.984044313430784,0.2415690785792035,-1.00269219279289,0.9813521206378938,0.5764318090110567,3173.2016874303326,-6235.079611180676,-0.0396073487664266,-2.45186018943787,2.00092482566833,-43.5680836430693,0.7582102055941006,-0.0018198362147406,161.0,0.9096425026655192,-0.4571770388857716,-0.471747353672981,0.4378951489925382,0.2445529831025354,633.5217210218227,-160.6295047489181,0.057437852968049,-1.90534555912018,3.35628056526184,63.181638264854,0.804974982768953,0.0018198362147406,143.0,1.0066919475793832,0.6327490815545671,-0.4873877465724942,0.5193042010068889,0.6696959098255686,715.7642280983166,-310.99111877379187,5,Subject10,Elevator Down
6,0.8623383829810403,0.79536372423172,0.894943833351135,948.5722212791444,1.3313878407606126e-71,0.0191286592549183,0.0,0.0,0.006867587566376,-2.060567953845774,0.864039659500122,0.870907247066498,3.1518452339740475,818.3923656983657,241.22619104999177,0.2842606283046981,0.255866825580597,0.310153931379318,312.686691135168,0.0,0.0088082181486941,0.0,0.0,0.0108574330806729,-0.8732377733127321,0.281200796365738,0.292058229446411,0.8332644293222726,88.96978087754347,223.5695173701549,-0.423014159527692,-0.464147627353668,-0.383624255657196,-465.3155754804612,0.0,0.0141285990290076,0.0,0.0,0.010980457067489,0.6563268305698374,-0.431206256151199,-0.42022579908371,0.7399222894476121,197.05445650127584,338.41667227254675,-0.1883667626418173,-7.79509449005127,5.53792810440063,-207.203438905999,1.9205640381519165,0.0018198362147406,111.0,1.37984810769558,-0.5633945448886644,-0.766726315021515,0.613121792674065,2.0851631182541674,4092.76452187696,-10434.805613726694,-0.0067199661756536,-9.04760646820068,2.33116149902344,-7.391962793219051,0.8721511218508139,0.0018198362147406,155.0,0.9812281057238578,-2.5116315301660936,-0.5152290016412735,0.4659991040825842,25.39971859915143,836.0013634407945,-1108.1656281341157,-0.0921197331442751,-2.37349057197571,2.08556389808655,-101.33170645870264,0.6913465197326928,0.0,196.0,0.885243907570839,-0.0354887205129682,-0.490107022225857,0.395136885344982,0.2288080490173589,534.6127011288406,-28.142638557645498,6,Subject10,Elevator Down
7,0.8671456963365728,0.733555436134338,1.07350122928619,953.86026597023,3.953960116460936e-69,0.0308579566593319,0.0,0.0,0.0103014111518859,-0.0053087867968737,0.864039659500122,0.874341070652008,7.87227820452711,828.1823071671627,232.9749381535985,0.2833196513219312,0.147292628884315,0.444062113761902,311.65161645412434,0.0,0.0333550269395915,0.0,0.0,0.0180957019329069,-0.0507816301193527,0.277581661939621,0.295677363872528,3.78301361155074,89.51972835423159,222.1564284178185,-0.43233424320817,-0.720358431339264,-0.240878224372864,-475.56766752898704,0.0,0.0363905386624459,0.0,0.0,0.0192158147692682,-1.3019617643579044,-0.4357814416289332,-0.416565626859665,9.913018485140611,207.05956179867235,342.8099088223157,-1.6744174517741968,-61.0225372314453,31.2670745849609,-1841.8591969516165,11.645275601318756,-0.0018198362147406,95.0,4.637434840202332,-0.7307172162405103,-2.04966151714325,2.5877733230590825,2.808004196016196,152122.11695299286,-969004.4695910008,-0.1905583570558924,-25.6912879943848,14.5919141769409,-209.6141927614817,4.959613448349413,0.0,138.0,2.56411322951317,-1.6022372874776964,-1.022612243890765,1.5415009856224051,6.737952976823136,27072.8880833844,-130960.09084898964,0.9134984416273856,-25.1684036254883,38.5556831359863,1004.848285790124,6.894929400820821,0.0,124.0,2.0157645642757416,1.4844123043926811,-0.9211434721946716,1.09462109208107,6.910003012772545,53164.44387823262,-305302.18422165903,7,Subject10,Elevator Down
8,0.8606308495456522,0.79536372423172,0.88807624578476,946.6939345002174,1.5003936582605072e-72,0.0191709483802461,0.0,0.0,0.006867587566376,-2.157355500736841,0.864039659500122,0.870907247066498,3.2932827009576093,815.1579153713542,243.49487215193307,0.2845402888005429,0.25224769115448,0.302915662527084,312.9943176805972,0.0,0.0102669530577875,0.0,0.0,0.0108574330806729,-1.101160236834314,0.281200796365738,0.292058229446411,0.5934663260097048,89.17533949304081,223.8210947446857,-0.4270303467187014,-0.460487484931946,-0.394604712724686,-469.7333813905716,0.0,0.0099398847066396,0.0,0.0,0.0073203146457669,0.3679207891603911,-0.431206256151199,-0.423885941505432,0.6961401010412676,200.6989913580353,341.22453044493614,0.2801058835567198,-13.1215829849243,6.82334995269775,308.11647191239183,1.750534721156653,0.0018198362147406,115.0,1.3932744488120083,-0.6329117609270271,-0.50278227776289,0.8904921710491183,8.544028340543587,3454.0498557659216,-8720.774380955252,0.0305092076380704,-11.4645986557007,1.95018899440765,33.56012840187752,0.8111890811737696,0.0018198362147406,257.0,0.7676003575325014,-7.328693443508462,-0.4207212775945665,0.346879079937935,103.5034272150595,724.1963631574561,-1740.4812516338109,-0.0991846003875054,-1.77675712108612,1.97297179698944,-109.10306042625604,0.5538646562106353,0.0,218.0,0.7327416911721227,-0.0306688837742944,-0.4581290408968922,0.2746126502752304,0.4043053571852497,347.9572405312901,111.64247823507776,8,Subject10,Elevator Down
9,0.8747874549302188,0.850304484367371,0.925848007202148,962.2662004232408,1.0127990415795889e-64,0.0169233311603734,0.0,0.0,0.0068675875663759,1.8409536546914185,0.867473483085632,0.874341070652008,2.024165520856012,842.0931530858009,224.34927492219364,0.2874059892784464,0.270343393087387,0.306534796953201,316.1465882062911,0.0,0.0069358858751767,0.0,0.0,0.0108574330806729,0.5268685847800059,0.281200796365738,0.292058229446411,-0.2459519971781798,90.91529199808268,226.5581442986749,-0.4316853980584578,-0.456827342510223,-0.409245312213898,-474.8539378643037,0.0,0.0091931806385136,0.0,0.0,0.0146406292915349,-0.1849406726092142,-0.438526570796967,-0.423885941505432,-0.2894346478884566,205.08039269928548,344.28006257038413,0.0265325764439661,-6.45356369018555,5.05410480499268,29.185834088362768,1.6247692647040082,-0.0018198362147406,101.0,1.909850284457204,-0.6367278712933023,-0.8049713224172588,1.104878962039945,2.0013905332594057,2901.9971800899875,-5870.499861539115,-0.0059099091707982,-3.17247581481934,2.15428137779236,-6.5009000878781045,0.8377420805276804,0.0,158.0,0.960875064134598,-0.7976425462862251,-0.5005697607994077,0.4603053033351902,1.5346487493958292,771.329580771093,-478.8566596524233,-0.0091978416193954,-2.05828714370728,3.76107907295227,-10.117625781334986,0.8139717016649952,0.0,268.0,0.8523462638258941,0.9975070093596616,-0.5534712821245198,0.2988749817013743,2.2428018803363625,728.235434610938,-485.76552975836097,9,Subject10,Elevator Down
