"acc_x, w/ unit g_F_mean","acc_x, w/ unit g_F_min","acc_x, w/ unit g_F_max","acc_x, w/ unit g_F_sum","acc_x, w/ unit g_F_prod","acc_x, w/ unit g_F_std","acc_x, w/ unit g_F_mc","acc_x, w/ unit g_F_zc","acc_x, w/ unit g_F_iqr","acc_x, w/ unit g_F_skew","acc_x, w/ unit g_F_25","acc_x, w/ unit g_F_75","acc_x, w/ unit g_F_kr","acc_x, w/ unit g_F_seg","acc_x, w/ unit g_F_sep","acc_y, w/ unit g_F_mean","acc_y, w/ unit g_F_min","acc_y, w/ unit g_F_max","acc_y, w/ unit g_F_sum","acc_y, w/ unit g_F_prod","acc_y, w/ unit g_F_std","acc_y, w/ unit g_F_mc","acc_y, w/ unit g_F_zc","acc_y, w/ unit g_F_iqr","acc_y, w/ unit g_F_skew","acc_y, w/ unit g_F_25","acc_y, w/ unit g_F_75","acc_y, w/ unit g_F_kr","acc_y, w/ unit g_F_seg","acc_y, w/ unit g_F_sep","acc_z, w/ unit g_F_mean","acc_z, w/ unit g_F_min","acc_z, w/ unit g_F_max","acc_z, w/ unit g_F_sum","acc_z, w/ unit g_F_prod","acc_z, w/ unit g_F_std","acc_z, w/ unit g_F_mc","acc_z, w/ unit g_F_zc","acc_z, w/ unit g_F_iqr","acc_z, w/ unit g_F_skew","acc_z, w/ unit g_F_25","acc_z, w/ unit g_F_75","acc_z, w/ unit g_F_kr","acc_z, w/ unit g_F_seg","acc_z, w/ unit g_F_sep","gyro_x, w/ unit dps_F_mean","gyro_x, w/ unit dps_F_min","gyro_x, w/ unit dps_F_max","gyro_x, w/ unit dps_F_sum","gyro_x, w/ unit dps_F_prod","gyro_x, w/ unit dps_F_std","gyro_x, w/ unit dps_F_mc","gyro_x, w/ unit dps_F_zc","gyro_x, w/ unit dps_F_iqr","gyro_x, w/ unit dps_F_skew","gyro_x, w/ unit dps_F_25","gyro_x, w/ unit dps_F_75","gyro_x, w/ unit dps_F_kr","gyro_x, w/ unit dps_F_seg","gyro_x, w/ unit dps_F_sep","gyro_y, w/ unit dps_F_mean","gyro_y, w/ unit dps_F_min","gyro_y, w/ unit dps_F_max","gyro_y, w/ unit dps_F_sum","gyro_y, w/ unit dps_F_prod","gyro_y, w/ unit dps_F_std","gyro_y, w/ unit dps_F_mc","gyro_y, w/ unit dps_F_zc","gyro_y, w/ unit dps_F_iqr","gyro_y, w/ unit dps_F_skew","gyro_y, w/ unit dps_F_25","gyro_y, w/ unit dps_F_75","gyro_y, w/ unit dps_F_kr","gyro_y, w/ unit dps_F_seg","gyro_y, w/ unit dps_F_sep","gyro_z, w/ unit dps_F_mean","gyro_z, w/ unit dps_F_min","gyro_z, w/ unit dps_F_max","gyro_z, w/ unit dps_F_sum","gyro_z, w/ unit dps_F_prod","gyro_z, w/ unit dps_F_std","gyro_z, w/ unit dps_F_mc","gyro_z, w/ unit dps_F_zc","gyro_z, w/ unit dps_F_iqr","gyro_z, w/ unit dps_F_skew","gyro_z, w/ unit dps_F_25","gyro_z, w/ unit dps_F_75","gyro_z, w/ unit dps_F_kr","gyro_z, w/ unit dps_F_seg","gyro_z, w/ unit dps_F_sep",Index,Subject,Label
0.8434407147434023,0.774760961532593,0.877774834632874,759.096643269062,1.9993914904012086e-67,0.0228860893617205,0.0,0.0,0.013735175132751,-1.629900477495197,0.843436896800995,0.857172071933746,1.4848371316490283,640.7238873627343,216.7880577565745,0.2916400167345999,0.212437152862549,0.324630498886108,262.47601506113995,0.0,0.0273593381510963,0.0,0.0,0.039810538291931,-0.968167535725749,0.273962527513504,0.313773065805435,-0.2240224607158354,77.22144093713733,188.3347362247794,-0.4502431195643213,-0.500749170780182,-0.412905484437943,-405.2188076078892,5.72571266956e-313,0.0189628494933952,0.0,0.0,0.0329413712024689,-0.2473054241131072,-0.464147627353668,-0.431206256151199,-0.772717249181702,182.77025114866785,290.71762533958383,-0.484877790416487,-16.0345573425293,7.33113574981689,-436.3900113748383,5.076945628865832e+211,4.400246801656711,0.0022246941045606,45.0,3.9847871065139775,-1.3168275118126815,-1.8517516851425149,2.133035421371462,1.7521934813201927,17618.18837650091,-72595.84947624432,0.3057873822231259,-5.82495021820068,3.16076946258545,275.2086440008133,2.4876560353667944e-129,1.3545950867583878,0.0,74.0,1.6390515863895392,-1.0046872431387566,-0.3787730932235715,1.2602784931659676,2.2306304188456494,1733.755467128083,-2646.940393143621,-0.2468745264462712,-2.78286790847778,4.22227001190186,-222.1870738016441,-8.441522710507992e-169,1.173084653697278,0.0022246941045606,113.0,1.2949347943067533,0.8523178030827274,-1.0127990245819074,0.2821357697248458,1.2065607524602706,1291.99104528858,-1501.250152061484,0,Subject10,Elevator Down
0.8607966471380658,0.850304484367371,0.874341070652008,774.7169824242592,2.5513762740660778e-59,0.0037657524848378,0.0,0.0,0.0068675875663759,0.0622420726749995,0.857172071933746,0.864039659500122,0.6250948941678898,666.8865295734297,199.89031172678648,0.3129929416709475,0.299296498298645,0.324630498886108,281.6936475038528,0.0,0.0040900669755792,0.0,0.0,0.0072382688522339,-0.0189172030776552,0.310153931379318,0.317392200231552,0.2651218833338595,88.18316243668016,204.8175368964338,-0.4265619187222588,-0.449507027864456,-0.405585169792175,-383.9057268500329,0.0,0.0054359190272731,0.0,0.0,0.0036601424217229,-0.4373317428926576,-0.427546083927155,-0.423885941505432,2.400109426114996,163.78612819850173,279.01103453279313,-0.037097739120428,-6.94829607009888,2.85473370552063,-33.38796520838524,-0.0,1.1528202832468002,-0.0022246941045606,169.0,0.8199468702077868,-2.3046561419044544,-0.3843329697847365,0.4356139004230502,11.315990344405442,1196.0047683363068,-2555.9919394879807,-0.2284001100228892,-2.05012536048889,1.04997754096985,-205.56009902060032,-0.0,0.4786187147990516,0.0,152.0,0.6715229786932465,-0.7682862910737673,-0.5271359682083128,0.1443870104849337,1.30331373761023,252.88916009877164,79.80738942334251,0.1341890674513868,-1.5411593914032,2.42120480537415,120.77016070624816,0.0,0.5269044542774473,-0.0022246941045606,197.0,0.4737873952835794,0.6522884220714451,-0.0776184480637311,0.3961689472198482,1.5104100265730702,265.7938804808611,27.828963631804207,1,Subject10,Elevator Down
0.8638107540872362,0.791929960250854,0.915546596050262,777.4296786785126,4.14786832624719e-58,0.0243302525073936,0.0,0.0,0.0103014111518859,-1.2984556138059289,0.864039659500122,0.874341070652008,1.4037119819412327,672.0842900962627,195.20513172012943,0.273323146601518,0.208818003535271,0.302915662527084,245.9908319413662,0.0,0.0189275845999697,0.0,0.0,0.025334000587463,-1.0189165440294885,0.263105094432831,0.288439095020294,0.3408323509327102,67.55705808079071,174.3064068502107,-0.421226228243775,-0.456827342510223,-0.361663311719894,-379.1036054193975,0.0,0.0139957401258075,0.0,0.0,0.018300771713256,1.0663928262593254,-0.431206256151199,-0.412905484437943,1.42868004187092,159.86447861118967,275.9089421065431,-0.988254904155099,-41.733226776123,23.9389629364014,-889.4294137395891,1.7571409755065274e+200,8.125339641068528,0.0,36.0,2.721735373139384,-2.578394396718952,-0.6264348179101942,2.0953005552291897,10.304227076309031,60231.991690193,-384022.56088810746,-0.1004506128338269,-6.1617374420166,2.63452243804932,-90.40555155044422,-4.821382931904859e-190,1.5145832997708424,0.0,100.0,1.0588805302977566,-1.8931632070960476,-0.2506878152489665,0.8081927150487902,3.5988606578146616,2071.3536452351345,-4560.760331712416,-0.0541456073663559,-4.30761671066284,5.02578353881836,-48.73104662972037,0.0,1.197398304952266,0.0,154.0,0.715685622766614,1.6783709726053178,-0.6328910440206528,0.0827945787459611,4.280013796757974,1291.5912400489635,-2261.4247683832405,2,Subject10,Elevator Down
0.8712430112229453,0.860605895519257,0.884642481803894,784.1187101006508,1.323491141541014e-54,0.0037695357167045,0.0,0.0,0.0068675875663759,-0.1083996903070612,0.867473483085632,0.874341070652008,-0.0213742704322346,683.1707203945107,188.2904499977014,0.2940809243586328,0.281200796365738,0.302915662527084,264.67283192276955,0.0,0.004411727064614,0.0,0.0,0.0036191344261169,-0.2793765162217589,0.292058229446411,0.295677363872528,-0.5066235110625832,77.85272860325277,190.5155130602462,-0.4173098670442902,-0.431206256151199,-0.398264855146408,-375.57888033986114,0.0,0.0050002125498704,0.0,0.0,0.0073203146457669,0.1976515260066263,-0.42022579908371,-0.412905484437943,0.4958993490571632,156.75524953013476,273.91766030010115,0.195214254476337,-2.56227087974548,3.4498724937439,175.69282902870333,-1.2796636866606172e-290,0.8251703373381672,-0.0022246941045606,135.0,0.953907310962678,-0.3791008600159773,-0.2772334516048435,0.6766738593578343,1.4871297553416802,646.4323156105602,-354.6291479836672,-0.0236291170948081,-1.0048531293869,1.29673290252686,-21.266205385327336,-0.0,0.4088242594906369,-0.0022246941045606,233.0,0.5151984132826327,0.4374661376615265,-0.3225266188383102,0.1926717944443225,-0.0425868684641175,150.75891201532528,159.6680418939494,0.0585753158206999,-1.24870383739471,1.52417802810669,52.71778423862996,-0.0,0.4086123203080536,0.0,254.0,0.4620359912514685,0.2324854761400329,-0.1535064205527305,0.308529570698738,0.4523203223899612,153.18862230961588,134.42176655343627,3,Subject10,Elevator Down
0.855375062028567,0.785062372684479,0.88807624578476,769.8375558257103,6.618352814021769e-62,0.0208981126178117,0.0,0.0,0.0034337639808649,-1.8306373773105,0.860605895519257,0.864039659500122,2.0934090101956446,658.8924683351145,204.69210646270852,0.2874860471818181,0.25224769115448,0.313773065805435,258.73744246363634,0.0,0.0100978946802137,0.0,0.0,0.0144765675067899,-0.6138323406658389,0.281200796365738,0.295677363872528,0.5512526353139915,74.47507335360235,185.4047923606257,-0.4313404542869993,-0.47512811422348,-0.398264855146408,-388.20640885829937,0.0,0.0132806144137818,0.0,0.0,0.010980486869812,0.315262504062029,-0.438526570796967,-0.427546083927155,0.3331418631880103,167.607689626631,281.3938184087846,0.3302078063533797,-11.1074228286743,4.12944316864014,297.1870257180418,2.730886052217846e-169,1.5203312730645395,0.0,70.0,1.7323053330183045,-1.7300112339138607,-0.4199607521295545,1.31234458088875,9.629915952994471,2176.0885305314227,-4504.131155487865,0.0698962557658604,-11.4645986557007,1.79244530200958,62.90663018927438,0.0,0.9003532864130458,0.0022246941045606,137.0,0.7576294094324114,-6.768272586463689,-0.2616849839687347,0.4959444254636767,84.11800313613752,733.1587381920182,-1792.8008229747072,-0.1013463229018573,-2.17051577568054,2.54052758216858,-91.21169061167164,-0.0,0.5732286945461725,0.0,160.0,0.6149967312812807,0.4429028490003255,-0.4361920356750492,0.1788046956062315,1.8527361563024856,304.64740093890214,33.55101740631162,4,Subject10,Elevator Down
0.8678168481588364,0.850304484367371,0.881208658218384,781.0351633429527,3.802556945216904e-56,0.0044752144983833,0.0,0.0,0.006867587566376,-0.1314405257985926,0.864039659500122,0.870907247066498,0.2552010874793677,677.8134785162841,192.1394514864548,0.2940206067760784,0.273962527513504,0.310153931379318,264.6185460984706,0.0,0.0068721323061535,0.0,0.0,0.0108574032783509,-0.1791413777496145,0.288439095020294,0.299296498298645,-0.4362006084071934,77.84576184406352,190.4555975629295,-0.4255940129359564,-0.445846855640411,-0.401925027370453,-383.0346116423608,0.0,0.0067923477309105,0.0,0.0,0.010980457067489,-0.0453783198213892,-0.431206256151199,-0.42022579908371,0.48668216253192,163.05871371517813,278.46769917743825,-0.0217849983978602,-4.53833150863647,4.37872838973999,-19.60649855807422,-4.0983872849061455e-172,1.4167890471552445,0.0022246941045606,117.0,1.2939962148666386,-0.2550776264524511,-0.6048002392053607,0.6891959756612778,0.9601096779294176,1804.9819200606955,-3037.631461387717,-0.0017653340454045,-2.05322480201721,1.60270857810974,-1.5888006408641218,-0.0,0.5930456618936758,0.0,178.0,0.7103854268789296,-0.3307508707110789,-0.3927726820111277,0.3176127448678018,0.793096919612319,316.1839429885889,53.59000491825026,-0.0034648120246128,-1.90534555912018,3.35628056526184,-3.1183308221516057,-0.0,0.679122997393044,-0.0022246941045606,173.0,0.8062902688980097,0.687657938391966,-0.4478651136159894,0.3584251552820202,1.91156092407454,414.6368374138423,-89.91849712080443,5,Subject10,Elevator Down
0.8608920266893175,0.79536372423172,0.894943833351135,774.8028240203857,2.171725376744281e-59,0.0207678685523452,0.0,0.0,0.006867587566376,-1.7760093193778146,0.864039659500122,0.870907247066498,1.880233766344693,667.4093160789389,198.78540279982985,0.2833843574259015,0.255866825580597,0.310153931379318,255.0459216833114,0.0,0.0091540247367174,0.0,0.0,0.0144765675067899,-0.7992272254106825,0.277581661939621,0.292058229446411,0.4369287403270858,72.35135738614551,182.23839571896167,-0.4222998747891851,-0.464147627353668,-0.383624255657196,-380.0698873102666,0.0,0.0148191768767986,0.0,0.0,0.010980457067489,0.6237185610282281,-0.431206256151199,-0.42022579908371,0.4531358377515353,160.70089341723724,276.4718049203146,-0.2012103930757277,-7.79509449005127,5.53792810440063,-181.08935376815495,5.975678069008721e-146,2.0179041351794,0.0,90.0,1.3597491681575775,-0.5961431418965201,-0.7310060560703278,0.6287431120872498,1.8905352350321136,3697.108511851459,-9791.329631795888,-0.0252717072232431,-9.04760646820068,2.33116149902344,-22.744536500918866,-0.0,0.9161839669274,0.0,132.0,0.9008250460028652,-2.5935843500524283,-0.4751150831580165,0.4257099628448487,25.218813268693022,755.1891553354677,-1139.870289496832,-0.0572794907146857,-2.37349057197571,2.08556389808655,-51.55154164321715,-0.0,0.6991273128846219,0.0022246941045606,163.0,0.8603457063436508,-0.0864586344283403,-0.4325690418481822,0.4277766644954685,0.3765258564109031,442.3651667104039,-46.16804205525344,6,Subject10,Elevator Down
0.8654208201832242,0.733555436134338,1.07350122928619,778.8787381649017,1.8655068696924063e-57,0.0298865567954922,0.0,0.0,0.006867587566376,0.1290693068684959,0.864039659500122,0.870907247066498,9.784193842097473,674.8608688490481,192.6785777158077,0.2834285913407802,0.147292628884315,0.357202738523483,255.08573220670215,0.0,0.0293551625028919,0.0,0.0,0.0144765675067899,-1.5035869166260234,0.281200796365738,0.295677363872528,3.136594228228879,73.07328103392558,182.02668080137056,-0.435826178342104,-0.720358431339264,-0.240878224372864,-392.2435605078936,0.0,0.0370989640370831,0.0,0.0,0.018300771713257,-1.3247738178385118,-0.438526570796967,-0.42022579908371,10.653845489509765,172.1873354416848,282.22091600676515,-4.513810706964385,-61.0225372314453,17.9119033813477,-4062.4296362679465,1.9450443721813846e+127,10.101999699416655,0.0022246941045606,101.0,3.34787556529045,-1.8090101753410728,-3.15606141090393,0.19181415438652,3.557445432092021,110080.34612486143,-711845.2986483657,-1.155940589747496,-25.6912879943848,14.5919141769409,-1040.3465307727463,9.113862341397624e-124,4.762302327515444,0.0022246941045606,143.0,1.2216480113565915,-2.0117961629434444,-1.001511514186859,0.2201364971697327,8.42054284358349,21591.470371657662,-110979.02354292288,2.141693161384059,-16.276237487793,38.5556831359863,1927.523845245653,-5.799996613265682e-74,6.445110400326189,0.0,126.0,1.6025588959455457,2.51403064769343,-0.4912747293710705,1.111284166574475,8.283770051025876,41472.12845484853,-245065.35805631452,7,Subject10,Elevator Down
0.8824371910095214,0.750724375247955,0.987656354904175,794.1934719085693,8.534076396593459e-50,0.0271854838780737,0.0,0.0,0.013735234737396,0.4113997068012806,0.870907247066498,0.884642481803894,3.149153755591273,701.49026289888,173.46932723429677,0.2872689014176527,0.212437152862549,0.444062113761902,258.54201127588743,0.0,0.023299804224355,0.0,0.0,0.0108574330806729,2.341597917597057,0.281200796365738,0.292058229446411,14.750507079926674,74.7591294578616,184.98202087975312,-0.4191033402747579,-0.515389800071716,-0.332382082939148,-377.1930062472821,0.0,0.0172124461923759,0.0,0.0,0.014640629291534,-0.5796792521949902,-0.423885941505432,-0.409245312213898,6.390470156057307,158.34919405174253,274.6103127619256,1.9823701893227763,-10.2005167007446,31.2670745849609,1784.133170390499,-4.551876373402629e+252,6.916600393052699,0.0,38.0,4.846529126167299,2.361459442737933,-1.6098574399948125,3.236671686172487,6.108582109401422,46544.39794722588,-271482.0898481106,0.6305401236657576,-6.04947996139526,12.2536935806274,567.4861112991819,4.085994900684237e-12,2.753217221972172,-0.0022246941045606,81.0,2.3860396444797507,1.1469251605106507,-0.8409225046634679,1.5451171398162826,2.0240975295947727,7172.427121953554,-24063.367340102184,-0.9545595363755196,-25.1684036254883,4.86957550048828,-859.1035827379677,5.6379033008952585e-95,3.5999421760786494,0.0,114.0,1.9458289444446573,-3.357355753476649,-1.28227460384369,0.6635543406009673,13.650774821917397,12470.73123796467,-61445.650950505325,8,Subject10,Elevator Down
0.8588317487637201,0.79536372423172,0.88807624578476,772.9485738873482,2.513988527699958e-60,0.0206970154554931,0.0,0.0,0.006867587566376,-1.8563407631969384,0.864039659500122,0.870907247066498,1.9609821182606737,664.2178768535344,201.0206792342001,0.2824474029739697,0.25224769115448,0.302915662527084,254.20266267657277,0.0,0.0100954675281129,0.0,0.0,0.0108574330806729,-1.044151940154581,0.277581661939621,0.288439095020294,0.2478050063259722,71.89050660175147,181.5044704350919,-0.4275908309552405,-0.460487484931946,-0.394604712724686,-384.8317478597165,0.0,0.0101437188141562,0.0,0.0,0.0073203146457669,0.4501088714955512,-0.431206256151199,-0.423885941505432,0.7866964597753863,164.64302947850496,279.4808451596531,0.3867550550886598,-13.1215829849243,6.82334995269775,348.0795495797938,6.511153486911978e-157,1.698643102700922,0.0,100.0,1.1730886474251752,-0.7089811266339475,-0.2731470838189127,0.8999415636062624,11.816849358128536,2728.585688300689,-7201.385214173652,0.056920926881236,-11.4645986557007,1.95018899440765,51.22883419311248,-0.0,0.8642813574558901,0.0022246941045606,209.0,0.7806573435664175,-7.459139673548098,-0.4084690511226655,0.372188292443752,98.98589179948031,674.4530488216863,-1776.2493400872972,-0.1686153346067375,-1.77675712108612,1.33203160762787,-151.75380114606384,0.0,0.5266724780354185,0.0,174.0,0.6980326622724531,-0.3222115004281884,-0.50645512342453,0.191577538847923,-0.195213509818096,274.95614326693953,107.48434854808303,9,Subject10,Elevator Down
