"acc_x, w/ unit g_F_mean","acc_x, w/ unit g_F_min","acc_x, w/ unit g_F_max","acc_x, w/ unit g_F_sum","acc_x, w/ unit g_F_prod","acc_x, w/ unit g_F_std","acc_x, w/ unit g_F_mc","acc_x, w/ unit g_F_zc","acc_x, w/ unit g_F_iqr","acc_x, w/ unit g_F_skew","acc_x, w/ unit g_F_25","acc_x, w/ unit g_F_75","acc_x, w/ unit g_F_kr","acc_x, w/ unit g_F_seg","acc_x, w/ unit g_F_sep","acc_y, w/ unit g_F_mean","acc_y, w/ unit g_F_min","acc_y, w/ unit g_F_max","acc_y, w/ unit g_F_sum","acc_y, w/ unit g_F_prod","acc_y, w/ unit g_F_std","acc_y, w/ unit g_F_mc","acc_y, w/ unit g_F_zc","acc_y, w/ unit g_F_iqr","acc_y, w/ unit g_F_skew","acc_y, w/ unit g_F_25","acc_y, w/ unit g_F_75","acc_y, w/ unit g_F_kr","acc_y, w/ unit g_F_seg","acc_y, w/ unit g_F_sep","acc_z, w/ unit g_F_mean","acc_z, w/ unit g_F_min","acc_z, w/ unit g_F_max","acc_z, w/ unit g_F_sum","acc_z, w/ unit g_F_prod","acc_z, w/ unit g_F_std","acc_z, w/ unit g_F_mc","acc_z, w/ unit g_F_zc","acc_z, w/ unit g_F_iqr","acc_z, w/ unit g_F_skew","acc_z, w/ unit g_F_25","acc_z, w/ unit g_F_75","acc_z, w/ unit g_F_kr","acc_z, w/ unit g_F_seg","acc_z, w/ unit g_F_sep",Index,Subject,Label
0.8374391999840737,0.774760961532593,0.877774834632874,502.4635199904442,4.418469516443185e-47,0.0258396044455273,0.0,0.0,0.0171689987182619,-1.0608593949135303,0.836569309234619,0.853738307952881,-0.2154841162593346,421.18259161156215,148.25020372942112,0.2803804711500802,0.212437152862549,0.317392200231552,168.22828269004816,0.0,0.0269622588847682,0.0,0.0,0.04342970252037,-0.5346624566442576,0.259485960006714,0.302915662527084,-0.8875468182462076,47.603376240502,119.77565332853194,-0.4574312561253706,-0.500749170780182,-0.412905484437943,-274.4587536752224,9.649873645493127e-205,0.0183384129214448,0.0,0.0,0.021960943937302,0.268446970983005,-0.467807799577713,-0.445846855640411,-0.4444191567312368,125.7474545839586,196.0986299916625,0,Subject10,Elevator Down
0.8582651782035827,0.843436896800995,0.870907247066498,514.9591069221497,1.4754262181122456e-40,0.0047416714501679,0.0,0.0,0.003433823585511,-0.5312740566700872,0.857172071933746,0.860605895519257,0.2487660626541927,441.9849372555333,135.06749026371017,0.3136283009747662,0.299296498298645,0.324630498886108,188.1769805848597,6.645786879631535e-303,0.0044828963217984,0.0,0.0,0.0072382688522339,-0.0719864188137106,0.310153931379318,0.317392200231552,-0.0680521676914684,59.02966442269089,136.85920723631477,-0.4309561380247276,-0.456827342510223,-0.416565626859665,-258.57368281483656,4.0319355385492174e-220,0.0088679376240478,0.0,0.0,0.0109804570674899,-1.041840854483334,-0.434866398572922,-0.423885941505432,0.3436233869009828,111.48102129101754,187.5360911417009,1,Subject10,Elevator Down
0.8606516646345457,0.850304484367371,0.874341070652008,516.3909987807274,7.824975606139959e-40,0.0041093903093431,0.0,0.0,0.0068675875663759,0.0680978108078963,0.857172071933746,0.864039659500122,0.3696975319479842,444.4428880690687,133.36067549022977,0.3129406654834746,0.299296498298645,0.324630498886108,187.76439929008475,1.7765823826326745e-303,0.0045584028118145,0.0,0.0,0.0072382688522339,-0.0327086670680164,0.310153931379318,0.317392200231552,-0.0275559673691465,58.77156271062461,136.51741255636648,-0.426820163279772,-0.449507027864456,-0.405585169792175,-256.0920979678632,1.3184650911251467e-222,0.0061468401821554,0.0,0.0,0.0073203146457669,-0.3956835473967855,-0.431206256151199,-0.423885941505432,1.7150216874528672,109.32790347219348,186.0939387390136,2,Subject10,Elevator Down
0.8681659572323164,0.829701721668243,0.912112832069397,520.8995743393898,1.2346928709577071e-37,0.0202804752481051,0.0,0.0,0.0343379378318789,0.8438620366965929,0.853738307952881,0.88807624578476,-0.732007972464439,452.4736448863597,127.19228020963808,0.3201910095413524,0.295677363872528,0.339107036590576,192.1146057248114,1.4369203601753113e-297,0.0082772150712462,0.0,0.0,0.0072382986545559,-0.6766348640948145,0.317392200231552,0.324630498886108,0.8536411738695917,61.5544084159783,140.07832229439086,-0.4382276438176632,-0.47512811422348,-0.42022579908371,-262.936586290598,7.745002322109766e-216,0.014017057895105,0.0,0.0,0.021960943937301,-0.8436217437677429,-0.449507027864456,-0.427546083927155,-0.6777711634535066,115.34377095289727,189.9659550769576,3,Subject10,Elevator Down
0.8612869153420131,0.791929960250854,0.915546596050262,516.7721492052078,8.601836839738194e-40,0.0293385041262826,0.0,0.0,0.0171689391136169,-0.8609371252492503,0.860605895519257,0.877774834632874,-0.2175358561900462,445.6046782704123,131.5457144345498,0.2661994730432828,0.208818003535271,0.295677363872528,159.7196838259697,0.0,0.0190731089427472,0.0,0.0,0.028953105211258,-0.6653534770499732,0.25224769115448,0.281200796365738,-0.3699419127124526,42.73520197647327,112.47457622815644,-0.4189691325028738,-0.456827342510223,-0.361663311719894,-251.3814795017243,1.3015344198825076e-227,0.0160494742571545,0.0,0.0,0.0256210863590239,0.7010560448490993,-0.431206256151199,-0.405585169792175,0.273773823955965,105.47537418286112,183.05829610694585,4,Subject10,Elevator Down
0.8695394678910573,0.857172071933746,0.881208658218384,521.7236807346344,3.7242605499325528e-37,0.0038417848060517,0.0,0.0,0.003433763980866,-0.0443360499874715,0.867473483085632,0.870907247066498,0.0165522568803697,453.66817255914486,126.81143711125654,0.2923356931904951,0.273962527513504,0.302915662527084,175.40141591429708,2.846e-321,0.0069775133395233,0.0,0.0,0.0144765377044679,-0.6321237438454282,0.284819960594177,0.299296498298645,-0.6842935854958605,51.305257237649904,126.10860867850114,-0.4215800455212595,-0.442186713218689,-0.398264855146408,-252.9480273127557,7.729773201626242e-226,0.0073748840807395,0.0,0.0,0.01098045706749,0.0871804274254526,-0.427546083927155,-0.416565626859665,-0.3318747760503719,106.67041982923176,184.1745149440129,5,Subject10,Elevator Down
0.8717542647322019,0.860605895519257,0.884642481803894,523.0525588393211,1.713620870367975e-36,0.0038461250249959,0.0,0.0,0.0034338235855099,-0.2325700304636882,0.870907247066498,0.874341070652008,0.1174454164039269,455.9821596612162,125.1384301720245,0.2925709402064482,0.281200796365738,0.302915662527084,175.5425641238689,5.15e-321,0.0042214251898138,0.0,0.0,0.0072382688522339,-0.0750074779765542,0.288439095020294,0.295677363872528,-0.6967475958939859,51.36932746992032,126.23873500379928,-0.4172549649079644,-0.431206256151199,-0.405585169792175,-250.3529789447786,1.678015696273572e-228,0.0046425996228628,0.0,0.0,0.0073203146457669,0.052131157530798,-0.42022579908371,-0.412905484437943,-0.1467875550394173,104.4739341292316,182.59379135568557,6,Subject10,Elevator Down
0.8839556913574537,0.857172071933746,0.932715594768524,530.3734148144722,6.141943102579901e-33,0.0206638383816814,0.0,0.0,0.0343379974365229,1.0253295824457576,0.870907247066498,0.905245244503021,-0.6091220863777136,469.0823681057222,114.9497360267154,0.2980720339715479,0.284819960594177,0.317392200231552,178.84322038292876,3.1653899e-316,0.0079828956490843,0.0,0.0,0.0108574330806729,0.6406107928374479,0.292058229446411,0.302915662527084,-0.5437477853316466,53.34633470870493,129.02801038351765,-0.4196279622614385,-0.456827342510223,-0.405585169792175,-251.77677735686316,4.471330747417934e-227,0.0097057661959034,0.0,0.0,0.010980457067489,-1.3653134133769451,-0.423885941505432,-0.412905484437943,2.171105082293556,105.70900296358468,183.42215850060705,7,Subject10,Elevator Down
0.8504075042406718,0.785062372684479,0.88807624578476,510.2445025444031,4.718374868898196e-43,0.0235645145227995,0.0,0.0,0.0103013515472409,-1.3356024400741509,0.853738307952881,0.864039659500122,0.2529371899101496,434.2483704817814,139.74135905213552,0.2827208467324574,0.25224769115448,0.295677363872528,169.6325080394745,0.0,0.0085896386792175,0.0,0.0,0.0108574330806729,-0.8892918542675696,0.277581661939621,0.288439095020294,1.0009576378215996,48.00284165996168,121.15176130060316,-0.4330363262196381,-0.47512811422348,-0.398264855146408,-259.8217957317829,5.567950088156906e-219,0.0154854516735709,0.0,0.0,0.014640629291534,0.5726400275160382,-0.442186713218689,-0.427546083927155,-0.1761710379688077,112.65591562438776,188.1421777844248,8,Subject10,Elevator Down
0.8658252466718356,0.819400310516357,0.884642481803894,519.4951480031013,2.8340994219370046e-38,0.0057124423449585,0.0,0.0,0.00343382358551,-2.7091414741843582,0.864039659500122,0.867473483085632,20.0766564770194,449.811561231136,129.5522641911706,0.2983193387587864,0.284819960594177,0.313773065805435,178.99160325527183,6.0694892e-316,0.0041936336496776,0.0,0.0,0.0036191344261169,0.087492810074057,0.295677363872528,0.299296498298645,0.8057037050597611,53.40719107783718,129.1700793019371,-0.4266066539784274,-0.445846855640411,-0.401925027370453,-255.9639923870565,9.739234865722879e-223,0.0062498103514004,0.0,0.0,0.0073203146457669,0.43976260761784,-0.431206256151199,-0.423885941505432,1.7342702900964762,109.21933934872948,186.0162671520361,9,Subject10,Elevator Down
