x_F_mean,x_F_min,x_F_max,x_F_sum,x_F_prod,x_F_std,x_F_mc,x_F_zc,x_F_iqr,x_F_skew,x_F_25,x_F_75,x_F_kr,x_F_seg,x_F_sep,y_F_mean,y_F_min,y_F_max,y_F_sum,y_F_prod,y_F_std,y_F_mc,y_F_zc,y_F_iqr,y_F_skew,y_F_25,y_F_75,y_F_kr,y_F_seg,y_F_sep,z_F_mean,z_F_min,z_F_max,z_F_sum,z_F_prod,z_F_std,z_F_mc,z_F_zc,z_F_iqr,z_F_skew,z_F_25,z_F_75,z_F_kr,z_F_seg,z_F_sep,label
0.9779310344827588,0.792,1.552,56.72000000000001,0.1577050172699343,0.1439371039626568,0.0,0.0,0.165,1.626721410726778,0.877,1.042,3.737550519690403,56.649168,-1.173963268670817,-0.1854137931034482,-0.864,0.064,-10.754,9.805150949497689e-53,0.1742786672014113,0.0,8.0,0.14,-1.87584248853317,-0.231,-0.091,5.021929668247811,3.725204,6.4489863594182655,0.1045172413793103,-0.09,0.254,6.062,-1.802833468898179e-58,0.0944892533347855,-0.0350877192982456,5.0,0.118,-0.5043453278765501,0.056,0.174,-0.5315012053761095,1.142492,4.012918291797566,a_walk
0.6427241379310343,-0.228,1.66,37.27799999999999,-3.432664622490808e-20,0.4285979915427823,0.0,6.0,0.61,-0.1499849220974811,0.3235,0.9335,-0.3144917826650419,34.430156,2.596656080493565,-0.4286896551724138,-1.064,0.048,-24.864,4.758914508658756e-29,0.2840149617319452,0.0,4.0,0.2535,-0.756579923643809,-0.5,-0.2465,0.0192416312739704,15.256816,11.482342178157356,0.4941379310344828,-0.25,1.214,28.66,-1.1573729347310896e-24,0.3881214969964071,0.0350877192982456,3.0,0.5095000000000001,-0.0297204924748952,0.256,0.7655000000000001,-0.7353520750356504,22.748376,9.403341875268822,p_stand
0.7961034482758621,0.104,1.202,46.174,1.0099655579789965e-07,0.1927974748374321,0.0,0.0,0.1149999999999999,-1.544615000941421,0.7775000000000001,0.8925000000000001,3.2406914797298207,38.87802,12.0593023478251,-0.4380689655172413,-1.112,0.156,-25.408,-5.328300049273526e-26,0.2866780003105731,0.0,4.0,0.2465,-0.2309364017191704,-0.5485,-0.302,0.2646181915016981,15.81496,13.017594821798731,0.3503448275862069,-0.016,0.972,20.32,-8.343906216050624e-31,0.1589620446504241,0.0,2.0,0.1599999999999999,0.7648411391737122,0.2635,0.4235,3.36506190803244,8.559336,13.568765555328165,p_stand
0.9321379310344826,0.808,1.02,54.06399999999999,0.0157898348159821,0.0462667506985922,0.0,0.0,0.0459999999999999,-0.8499003617322177,0.912,0.958,1.0059336578472349,50.517120000000006,6.737591819209494,-0.269551724137931,-0.44,-0.194,-15.634,3.7748460071260084e-34,0.0516995953066359,0.0,0.0,0.0554999999999999,-1.578269687232887,-0.2875,-0.232,3.0776659114536518,4.366524000000001,10.966622066558688,0.2272068965517241,0.104,0.408,13.178,4.409870968778667e-40,0.0878986175610686,0.0,0.0,0.1664999999999999,0.1096783065875509,0.137,0.3035,-1.420275064564706,3.434524,8.862904722005934,p_stand
0.9440344827586208,0.91,0.962,54.754,0.0352706423908176,0.0115984958450705,0.0,0.0,0.012,-0.9158206487936068,0.94,0.952,0.8729301013350965,51.69733199999999,5.931818441817606,-0.2680344827586207,-0.29,-0.242,-15.546,6.484886596101679e-34,0.0115256624686741,0.0,0.0,0.0145,0.33048412327477,-0.2755,-0.261,-0.0718016635712959,4.174436,10.969815875381098,0.1232413793103448,0.098,0.146,7.148,1.5244353922236796e-53,0.0098823080350297,0.0,0.0,0.01,-0.1023045499507449,0.118,0.128,0.0336242273834734,0.886496,3.695301485184391,p_stand
0.7087241379310345,0.038,1.0,41.106,9.442337752503213e-17,0.3570944537245331,0.0,0.0,0.617,-0.9547644629798112,0.3425,0.9595,-0.9058724502418642,36.401252,6.52121536612914,-0.2789310344827586,-1.266,0.318,-16.177999999999997,5.934839489616967e-35,0.3318452853453377,0.0350877192982456,1.0,0.077,-1.0724959956770928,-0.271,-0.194,1.9994646828189235,10.789459999999998,7.728237284555909,0.3685517241379311,0.07,1.112,21.376000000000005,3.1414791105099885e-36,0.3454343399874847,0.0,0.0,0.515,1.0173676065607395,0.128,0.643,-0.5361909448392637,14.679680000000005,6.290534482304158,p_stand
0.8354137931034483,0.034,1.31,48.454,3.9137101478961135e-10,0.3165083649282755,0.0,0.0,0.1169999999999999,-1.5627875517927357,0.8585,0.9755,1.4285570440516362,46.18926,2.604517810605761,-0.2978965517241379,-0.474,0.078,-17.278,-1.695890123427639e-34,0.1071817098915165,-0.0350877192982456,3.0,0.0569999999999999,1.9326233432999669,-0.3434999999999999,-0.2865,4.592105737259024,5.801868,12.6076836732613,0.2859655172413793,0.056,1.144,16.586000000000002,5.827789502954723e-43,0.2895459219110879,0.0,0.0,0.4325,1.578298454010944,0.094,0.5265,1.880039823405434,9.521724,6.57113506845423,p_stand
0.934206896551724,0.896,0.952,54.184,0.0192464805628866,0.0097021585962973,0.0,0.0,0.0134999999999998,-1.2600135470523204,0.9285,0.942,3.4269980955802617,50.624432000000006,6.87467845803774,-0.3066551724137931,-0.334,-0.274,-17.785999999999998,1.6363023665296522e-30,0.0094359367633177,0.0,0.0,0.01,0.4546899676651678,-0.312,-0.302,2.3974713932962524,5.459244000000001,12.89081990370302,0.1083448275862069,0.086,0.142,6.284,7.843619098453359e-57,0.0111458460897982,0.0,0.0,0.01,1.0758628306172604,0.102,0.112,1.831129952053073,0.6879200000000001,3.0360209614704226,p_stand
0.9309655172413792,0.896,0.944,53.996,0.0157136632452654,0.0113770552679448,0.0,0.0,0.0089999999999998,-1.504735027319421,0.9285,0.9375,2.213312434555881,50.275792,7.170714996839841,-0.3131724137931034,-0.336,-0.296,-18.164,5.583236128179733e-30,0.0082592594099719,0.0,0.0,0.012,-0.4099258434367003,-0.318,-0.306,-0.1079626059459464,5.6923520000000005,13.205966592823128,0.1039655172413793,0.082,0.124,6.03,8.143931604527032e-58,0.0077368235860365,0.0,0.0,0.0099999999999999,0.1302989068936356,0.1,0.11,0.4214862496909806,0.630324,2.843477002649798,p_stand
0.9353448275862072,0.894,0.948,54.25000000000001,0.0206683609496451,0.0085871215775308,0.0,0.0,0.0119999999999999,-1.8990598184096907,0.93,0.942,8.14269570111857,50.746660000000006,6.771253817703945,-0.3059310344827586,-0.322,-0.288,-17.744,1.4398195155646872e-30,0.0077047765293492,0.0,0.0,0.0095,-0.004294476064026,-0.3115,-0.302,-0.0719689581000642,5.431823999999999,12.8567062617739,0.1057586206896551,0.092,0.124,6.134,2.177252301161873e-57,0.0080965887225002,0.0,0.0,0.0134999999999999,0.1581151214686507,0.0985,0.112,-0.8730885298749409,0.65246,2.9203964230519257,p_stand
0.9333448275862068,0.892,0.952,54.134,0.0181792198739469,0.0140943583638649,0.0,0.0,0.0134999999999998,-1.5962229423867993,0.9285,0.942,2.5489196577122484,50.537012,6.938351022825879,-0.3046896551724137,-0.344,-0.274,-17.671999999999997,1.1003969483063048e-30,0.0129427984399802,0.0,0.0,0.0155,-0.3388623714730904,-0.312,-0.2965,0.8442935148728377,5.394024,12.79245666753782,0.098103448275862,0.068,0.142,5.69,1.9095234505948632e-59,0.0136699050358903,0.0,0.0,0.0119999999999999,0.5570985986490423,0.092,0.104,1.2629584224578871,0.56886,2.6091247163847027,a_walk
0.8358965517241379,0.262,1.382,48.482,1.7204748128602062e-06,0.2273790937368748,0.0,0.0,0.1559999999999999,-0.8116834249218473,0.7985,0.9545,0.8330172170796337,43.472908,7.322369299917241,-0.449551724137931,-1.178,-0.178,-26.074,3.438179612970963e-24,0.2617270690646761,0.0,0.0,0.251,-1.4672703698148672,-0.548,-0.297,1.1002952229906398,15.626172,11.70691634222627,0.2216206896551724,0.008,0.656,12.854,5.76485704079904e-46,0.1682548013012393,0.0,0.0,0.144,1.2836406434838843,0.114,0.258,0.7794776533942769,4.462363999999999,7.968353357905618,a_walk
-0.2268965517241379,-0.54,0.254,-13.16,6.090003309692569e-40,0.168604664734867,-0.0350877192982456,1.0,0.214,0.6852378746686956,-0.3565,-0.1425,0.9523058814507404,4.606328,9.880446594944086,-0.0993793103448276,-1.04,0.828,-5.764000000000001,2.548809677770429e-27,0.5206668068688022,0.0,4.0,0.7490000000000001,0.1842353995947968,-0.5015000000000001,0.2475,-0.9928155834976842,16.025176,13.550396588810043,0.8456896551724138,0.492,1.336,49.05,1.4610225226534011e-05,0.1860589613108961,0.0,0.0,0.2199999999999999,0.3070331380656687,0.7295,0.9495,0.0539668985866734,43.4543,8.60490997995554,p_stand
-0.3717931034482759,-1.05,0.708,-21.564,1.0908198675511053e-29,0.2752965073682319,0.0,2.0,0.2905000000000001,0.4530142980689461,-0.5095000000000001,-0.219,3.4481462361240047,12.337272,12.756400871514488,-0.0354827586206896,-1.07,1.694,-2.0580000000000003,3.515236934382875e-31,0.5156730312282349,0.0,6.0,0.7705,0.2693530549049317,-0.4664999999999999,0.304,0.8279676952860089,15.230388,8.956422084427404,0.8353793103448277,0.292,1.506,48.452000000000005,5.6046848154068185e-06,0.1939123357354895,0.0,0.0,0.2364999999999999,0.3585814146705253,0.7135,0.95,1.999247775622544,42.619112,8.87352550868528,t_turn
